"Ebene";"EDV-Code";"Code";"Titel";"korrespondierende Ebene";"korrespondierender EDV-Code";"korrespondierender Code";"korrespondierender Titel";"Korrespondenz-Beschreibung"
5;"C26510";"C 26.51-0";"Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen";4;"C2651";"C 26.51";"Herstellung von Mess-, Kontroll-, Navigations- u. Ä. Instrumenten und Vorrichtungen";""
5;"C26520";"C 26.52-0";"Herstellung von Uhren";4;"C2652";"C 26.52";"Herstellung von Uhren";""
5;"C26600";"C 26.60-0";"Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten";4;"C2660";"C 26.60";"Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten";""
5;"C26700";"C 26.70-0";"Herstellung von optischen und fotografischen Instrumenten und Geräten sowie von magnetischen und optischen Datenträgern";4;"C2670";"C 26.70";"Herstellung von optischen und fotografischen Instrumenten und Geräten sowie von magnetischen und optischen Datenträgern";""
5;"C27110";"C 27.11-0";"Herstellung von Elektromotoren, Generatoren und Transformatoren";4;"C2711";"C 27.11";"Herstellung von Elektromotoren, Generatoren und Transformatoren";""
5;"C27120";"C 27.12-0";"Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen";4;"C2712";"C 27.12";"Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen";""
5;"C27200";"C 27.20-0";"Herstellung von Batterien und Akkumulatoren";4;"C2720";"C 27.20";"Herstellung von Batterien und Akkumulatoren";""
5;"C27310";"C 27.31-0";"Herstellung von Glasfaserkabeln";4;"C2731";"C 27.31";"Herstellung von Glasfaserkabeln";""
5;"C27320";"C 27.32-0";"Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln";4;"C2732";"C 27.32";"Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln";""
5;"C27330";"C 27.33-0";"Herstellung von elektrischem Installationsmaterial";4;"C2733";"C 27.33";"Herstellung von elektrischem Installationsmaterial";""
5;"C27400";"C 27.40-0";"Herstellung von Lampen und Leuchten";4;"C2740";"C 27.40";"Herstellung von Lampen und Leuchten";""
5;"C27510";"C 27.51-0";"Herstellung von elektrischen Haushaltsgeräten";4;"C2751";"C 27.51";"Herstellung von elektrischen Haushaltsgeräten";""
5;"C27520";"C 27.52-0";"Herstellung von nicht elektrischen Haushaltsgeräten";4;"C2752";"C 27.52";"Herstellung von nichtelektrischen Haushaltsgeräten";""
5;"C27900";"C 27.90-0";"Herstellung von sonstigen elektrischen Ausrüstungen und Geräten";4;"C2790";"C 27.90";"Herstellung von sonstigen elektrischen Ausrüstungen und Geräten";""
5;"C28110";"C 28.11-0";"Herstellung von Verbrennungsmotoren und Turbinen, ohne Motoren für Luft- und Straßenfahrzeuge";4;"C2811";"C 28.11";"Herstellung von Verbrennungsmotoren und Turbinen, ohne Motoren für Luft- und Straßenfahrzeuge";""
5;"C28120";"C 28.12-0";"Herstellung von hydraulischen und pneumatischen Komponenten und Systemen";4;"C2812";"C 28.12";"Herstellung von hydraulischen und pneumatischen Komponenten und Systemen";""
5;"C28130";"C 28.13-0";"Herstellung von sonstigen Pumpen und Kompressoren";4;"C2813";"C 28.13";"Herstellung von sonstigen Pumpen und Kompressoren";""
5;"C28140";"C 28.14-0";"Herstellung von sonstigen Armaturen";4;"C2814";"C 28.14";"Herstellung von sonstigen Armaturen";""
5;"C28150";"C 28.15-0";"Herstellung von Lagern, Getrieben, Zahnrädern und Antriebselementen";4;"C2815";"C 28.15";"Herstellung von Lagern, Getrieben, Zahnrädern und Antriebselementen";""
5;"C28210";"C 28.21-0";"Herstellung von Öfen, Brennern und ortsfesten Heizgeräten für den Haushalt";4;"C2821";"C 28.21";"Herstellung von Öfen, Brennern und ortsfesten Heizgeräten für den Haushalt";""
5;"C28220";"C 28.22-0";"Herstellung von Hebezeugen und Fördermitteln";4;"C2822";"C 28.22";"Herstellung von Hebezeugen und Fördermitteln";""
5;"C28230";"C 28.23-0";"Herstellung von Büromaschinen, ohne Datenverarbeitungsgeräte und periphere Geräte";4;"C2823";"C 28.23";"Herstellung von Büromaschinen, ohne Datenverarbeitungsgeräte und periphere Geräte";""
5;"C28240";"C 28.24-0";"Herstellung von handgeführten Werkzeugen mit Motorantrieb";4;"C2824";"C 28.24";"Herstellung von handgeführten Werkzeugen mit Motorantrieb";""
5;"C28250";"C 28.25-0";"Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt";4;"C2825";"C 28.25";"Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt";""
5;"C28290";"C 28.29-0";"Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a.n.g.";4;"C2829";"C 28.29";"Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g.";""
5;"C28300";"C 28.30-0";"Herstellung von land- und forstwirtschaftlichen Maschinen";4;"C2830";"C 28.30";"Herstellung von land- und forstwirtschaftlichen Maschinen";""
5;"C28410";"C 28.41-0";"Herstellung von Werkzeugmaschinen für die Metallbearbeitung";4;"C2841";"C 28.41";"Herstellung von Werkzeugmaschinen für die Metallbearbeitung";""
5;"C28421";"C 28.42-1";"Herstellung von Werkzeugmaschinen für die Holzbearbeitung";4;"C2842";"C 28.42";"Herstellung von sonstigen Werkzeugmaschinen";""
5;"C28429";"C 28.42-9";"Herstellung von sonstigen Werkzeugmaschinen a.n.g.";4;"C2842";"C 28.42";"Herstellung von sonstigen Werkzeugmaschinen";""
5;"C28910";"C 28.91-0";"Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen";4;"C2891";"C 28.91";"Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen";""
5;"C28920";"C 28.92-0";"Herstellung von Bergwerks-, Bau- und Baustoffmaschinen";4;"C2892";"C 28.92";"Herstellung von Bergwerks-, Bau- und Baustoffmaschinen";""
5;"C28930";"C 28.93-0";"Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung";4;"C2893";"C 28.93";"Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung";""
5;"C28940";"C 28.94-0";"Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung";4;"C2894";"C 28.94";"Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung";""
5;"C28950";"C 28.95-0";"Herstellung von Maschinen für die Papiererzeugung und -verarbeitung";4;"C2895";"C 28.95";"Herstellung von Maschinen für die Papiererzeugung und -verarbeitung";""
5;"C28960";"C 28.96-0";"Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk";4;"C2896";"C 28.96";"Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk";""
5;"C28970";"C 28.97-0";"Herstellung von Maschinen für die additive Fertigung";4;"C2897";"C 28.97";"Herstellung von Maschinen für die additive Fertigung";""
5;"C28990";"C 28.99-0";"Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a.n.g.";4;"C2899";"C 28.99";"Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.";""
5;"C29100";"C 29.10-0";"Herstellung von Kraftwagen und Kraftwagenmotoren";4;"C2910";"C 29.10";"Herstellung von Kraftwagen und Kraftwagenmotoren";""
5;"C29200";"C 29.20-0";"Herstellung von Karosserien, Aufbauten und Anhängern";4;"C2920";"C 29.20";"Herstellung von Karosserien, Aufbauten und Anhängern";""
5;"C29310";"C 29.31-0";"Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen";4;"C2931";"C 29.31";"Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen";""
5;"C29320";"C 29.32-0";"Herstellung von sonstigen Teilen und sonstigem Zubehör für Kraftwagen";4;"C2932";"C 29.32";"Herstellung von sonstigen Teilen und sonstigem Zubehör für Kraftwagen";""
5;"C30110";"C 30.11-0";"Bau von Schiffen und schwimmenden Vorrichtungen für zivile Zwecke, ohne Boots- und Yachtbau";4;"C3011";"C 30.11";"Bau von Schiffen und schwimmenden Vorrichtungen für zivile Zwecke, ohne Boots- und Yachtbau";""
5;"C30120";"C 30.12-0";"Boots- und Yachtbau";4;"C3012";"C 30.12";"Boots- und Yachtbau";""
5;"C30130";"C 30.13-0";"Bau von Kriegsschiffen";4;"C3013";"C 30.13";"Bau von Kriegsschiffen";""
5;"C30200";"C 30.20-0";"Schienenfahrzeugbau";4;"C3020";"C 30.20";"Schienenfahrzeugbau";""
5;"C30310";"C 30.31-0";"Luft- und Raumfahrzeugbau für zivile Zwecke";4;"C3031";"C 30.31";"Luft- und Raumfahrzeugbau für zivile Zwecke";""
5;"C30320";"C 30.32-0";"Luft- und Raumfahrzeugbau für militärische Zwecke";4;"C3032";"C 30.32";"Luft- und Raumfahrzeugbau für militärische Zwecke";""
5;"C30400";"C 30.40-0";"Herstellung von militärischen Kampffahrzeugen";4;"C3040";"C 30.40";"Herstellung von militärischen Kampffahrzeugen";""
5;"C30910";"C 30.91-0";"Herstellung von Krafträdern";4;"C3091";"C 30.91";"Herstellung von Krafträdern";""
5;"C30920";"C 30.92-0";"Herstellung von Fahrrädern sowie von Behindertenfahrzeugen";4;"C3092";"C 30.92";"Herstellung von Fahrrädern sowie von Behindertenfahrzeugen";""
5;"C30990";"C 30.99-0";"Herstellung von sonstigen Beförderungsmitteln a.n.g.";4;"C3099";"C 30.99";"Herstellung von sonstigen Beförderungsmitteln a. n. g.";""
5;"C31000";"C 31.00-0";"Herstellung von Möbeln";4;"C3100";"C 31.00";"Herstellung von Möbeln";""
5;"C32110";"C 32.11-0";"Herstellung von Münzen";4;"C3211";"C 32.11";"Herstellung von Münzen";""
5;"C32120";"C 32.12-0";"Herstellung von Schmuck, Gold- und Silberschmiedewaren, ohne Fantasieschmuck";4;"C3212";"C 32.12";"Herstellung von Schmuck, Gold- und Silberschmiedewaren, ohne Fantasieschmuck";""
5;"C32130";"C 32.13-0";"Herstellung von Fantasieschmuck";4;"C3213";"C 32.13";"Herstellung von Fantasieschmuck";""
5;"C32200";"C 32.20-0";"Herstellung von Musikinstrumenten";4;"C3220";"C 32.20";"Herstellung von Musikinstrumenten";""
5;"C32300";"C 32.30-0";"Herstellung von Sportgeräten";4;"C3230";"C 32.30";"Herstellung von Sportgeräten";""
5;"C32400";"C 32.40-0";"Herstellung von Spielwaren";4;"C3240";"C 32.40";"Herstellung von Spielwaren";""
5;"C32500";"C 32.50-0";"Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien";4;"C3250";"C 32.50";"Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien";""
5;"C32910";"C 32.91-0";"Herstellung von Besen und Bürsten";4;"C3291";"C 32.91";"Herstellung von Besen und Bürsten";""
5;"C32990";"C 32.99-0";"Herstellung von sonstigen Erzeugnissen a.n.g.";4;"C3299";"C 32.99";"Herstellung von sonstigen Erzeugnissen a. n. g.";""
5;"C33110";"C 33.11-0";"Reparatur und Instandhaltung von Metallerzeugnissen";4;"C3311";"C 33.11";"Reparatur und Instandhaltung von Metallerzeugnissen";""
5;"C33120";"C 33.12-0";"Reparatur und Instandhaltung von Maschinen";4;"C3312";"C 33.12";"Reparatur und Instandhaltung von Maschinen";""
5;"C33130";"C 33.13-0";"Reparatur und Instandhaltung von elektronischen und optischen Geräten";4;"C3313";"C 33.13";"Reparatur und Instandhaltung von elektronischen und optischen Geräten";""
5;"C33140";"C 33.14-0";"Reparatur und Instandhaltung von elektrischen Ausrüstungen";4;"C3314";"C 33.14";"Reparatur und Instandhaltung von elektrischen Ausrüstungen";""
5;"C33150";"C 33.15-0";"Reparatur und Instandhaltung von zivilen Schiffen, Booten und Yachten";4;"C3315";"C 33.15";"Reparatur und Instandhaltung von zivilen Schiffen, Booten und Yachten";""
5;"C33160";"C 33.16-0";"Reparatur und Instandhaltung von zivilen Luft- und Raumfahrzeugen";4;"C3316";"C 33.16";"Reparatur und Instandhaltung von zivilen Luft- und Raumfahrzeugen";""
5;"C33170";"C 33.17-0";"Reparatur und Instandhaltung von sonstigen zivilen Beförderungsmitteln";4;"C3317";"C 33.17";"Reparatur und Instandhaltung von sonstigen zivilen Beförderungsmitteln";""
5;"C33180";"C 33.18-0";"Reparatur und Instandhaltung von militärischen Kampffahrzeugen, Luft- und Raumfahrzeugen sowie Kriegsschiffen";4;"C3318";"C 33.18";"Reparatur und Instandhaltung von militärischen Kampffahrzeugen, Luft- und Raumfahrzeugen sowie Kriegsschiffen";""
5;"C33190";"C 33.19-0";"Reparatur und Instandhaltung von sonstigen Ausrüstungen";4;"C3319";"C 33.19";"Reparatur und Instandhaltung von sonstigen Ausrüstungen";""
5;"C33200";"C 33.20-0";"Installation von Industriemaschinen und -ausrüstungen";4;"C3320";"C 33.20";"Installation von Industriemaschinen und -ausrüstungen";""
5;"D35110";"D 35.11-0";"Elektrizitätserzeugung aus nicht erneuerbaren Energieträgern";4;"D3511";"D 35.11";"Elektrizitätserzeugung aus nicht erneuerbaren Energieträgern";""
5;"D35120";"D 35.12-0";"Elektrizitätserzeugung aus erneuerbaren Energieträgern";4;"D3512";"D 35.12";"Elektrizitätserzeugung aus erneuerbaren Energieträgern";""
5;"D35130";"D 35.13-0";"Elektrizitätsübertragung";4;"D3513";"D 35.13";"Elektrizitätsübertragung";""
5;"D35140";"D 35.14-0";"Elektrizitätsverteilung";4;"D3514";"D 35.14";"Elektrizitätsverteilung";""
5;"D35150";"D 35.15-0";"Elektrizitätshandel";4;"D3515";"D 35.15";"Elektrizitätshandel";""
5;"D35160";"D 35.16-0";"Speichern von elektrischer Energie";4;"D3516";"D 35.16";"Speichern von elektrischer Energie";""
5;"D35210";"D 35.21-0";"Gaserzeugung";4;"D3521";"D 35.21";"Gaserzeugung";""
5;"D35220";"D 35.22-0";"Gasverteilung durch Rohrleitungen";4;"D3522";"D 35.22";"Gasverteilung durch Rohrleitungen";""
5;"D35230";"D 35.23-0";"Gashandel durch Rohrleitungen";4;"D3523";"D 35.23";"Gashandel durch Rohrleitungen";""
5;"D35240";"D 35.24-0";"Speichern von Gas zu Versorgungszwecken";4;"D3524";"D 35.24";"Speichern von Gas zu Versorgungszwecken";""
5;"D35300";"D 35.30-0";"Wärme- und Kälteversorgung";4;"D3530";"D 35.30";"Wärme- und Kälteversorgung";""
5;"D35400";"D 35.40-0";"Tätigkeiten von Strom- und Erdgasmaklerinnen und -maklern";4;"D3540";"D 35.40";"Tätigkeiten von Strom- und Erdgasmaklerinnen und -maklern";""
5;"E36000";"E 36.00-0";"Wasserversorgung";4;"E3600";"E 36.00";"Wasserversorgung";""
5;"E37000";"E 37.00-0";"Abwasserentsorgung";4;"E3700";"E 37.00";"Abwasserentsorgung";""
5;"E38110";"E 38.11-0";"Sammlung nicht gefährlicher Abfälle";4;"E3811";"E 38.11";"Sammlung nicht gefährlicher Abfälle";""
5;"E38120";"E 38.12-0";"Sammlung gefährlicher Abfälle";4;"E3812";"E 38.12";"Sammlung gefährlicher Abfälle";""
5;"E38211";"E 38.21-1";"Verwertung von Eisen und NE-Metallen";4;"E3821";"E 38.21";"Verwertung von Werkstoffen";""
5;"E38219";"E 38.21-9";"Verwertung sonstiger Werkstoffe";4;"E3821";"E 38.21";"Verwertung von Werkstoffen";""
5;"E38220";"E 38.22-0";"Energetische Verwertung von Abfällen";4;"E3822";"E 38.22";"Energetische Verwertung von Abfällen";""
5;"E38230";"E 38.23-0";"Sonstige Verwertung von Abfällen";4;"E3823";"E 38.23";"Sonstige Verwertung von Abfällen";""
5;"E38310";"E 38.31-0";"Verbrennung von Abfällen ohne energetische Verwertung";4;"E3831";"E 38.31";"Verbrennung von Abfällen ohne energetische Verwertung";""
5;"E38320";"E 38.32-0";"Deponierung oder Dauerlagerung von Abfällen";4;"E3832";"E 38.32";"Deponierung oder Dauerlagerung von Abfällen";""
5;"E38330";"E 38.33-0";"Sonstige Beseitigung von Abfällen";4;"E3833";"E 38.33";"Sonstige Beseitigung von Abfällen";""
5;"E39000";"E 39.00-0";"Beseitigung von Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung";4;"E3900";"E 39.00";"Beseitigung von Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung";""
5;"F41000";"F 41.00-0";"Hochbau";4;"F4100";"F 41.00";"Hochbau";""
5;"F42110";"F 42.11-0";"Bau von Straßen";4;"F4211";"F 42.11";"Bau von Straßen";""
5;"F42120";"F 42.12-0";"Bau von Bahnverkehrsstrecken";4;"F4212";"F 42.12";"Bau von Bahnverkehrsstrecken";""
5;"F42131";"F 42.13-1";"Brücken- und Hochstraßenbau";4;"F4213";"F 42.13";"Brücken- und Tunnelbau";""
5;"F42132";"F 42.13-2";"Tunnelbau";4;"F4213";"F 42.13";"Brücken- und Tunnelbau";""
5;"F42210";"F 42.21-0";"Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau";4;"F4221";"F 42.21";"Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau";""
5;"F42220";"F 42.22-0";"Bau von Versorgungseinrichtungen für Elektrizität und Telekommunikation";4;"F4222";"F 42.22";"Bau von Versorgungseinrichtungen für Elektrizität und Telekommunikation";""
5;"F42910";"F 42.91-0";"Wasserbau";4;"F4291";"F 42.91";"Wasserbau";""
5;"F42990";"F 42.99-0";"Sonstiger Tiefbau a.n.g.";4;"F4299";"F 42.99";"Sonstiger Tiefbau a. n. g.";""
5;"F43110";"F 43.11-0";"Abbrucharbeiten";4;"F4311";"F 43.11";"Abbrucharbeiten";""
5;"F43120";"F 43.12-0";"Vorbereitende Baustellenarbeiten";4;"F4312";"F 43.12";"Vorbereitende Baustellenarbeiten";""
5;"F43130";"F 43.13-0";"Test- und Suchbohrung";4;"F4313";"F 43.13";"Test- und Suchbohrung";""
5;"F43211";"F 43.21-1";"Installation von Photovoltaikanlagen";4;"F4321";"F 43.21";"Elektroinstallation";""
5;"F43219";"F 43.21-9";"Sonstige Elektroinstallation";4;"F4321";"F 43.21";"Elektroinstallation";""
5;"F43220";"F 43.22-0";"Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation";4;"F4322";"F 43.22";"Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation";""
5;"F43230";"F 43.23-0";"Einbau von Isolierungen";4;"F4323";"F 43.23";"Einbau von Isolierungen";""
5;"F43240";"F 43.24-0";"Sonstige Bauinstallation";4;"F4324";"F 43.24";"Sonstige Bauinstallation";""
5;"F43310";"F 43.31-0";"Anbringen von Stuckaturen, Gipserei und Verputzerei";4;"F4331";"F 43.31";"Anbringen von Stuckaturen, Gipserei und Verputzerei";""
5;"F43321";"F 43.32-1";"Bautischlerei";4;"F4332";"F 43.32";"Bautischlerei und -schlosserei";""
5;"F43322";"F 43.32-2";"Bauschlosserei";4;"F4332";"F 43.32";"Bautischlerei und -schlosserei";""
5;"F43331";"F 43.33-1";"Fußbodenlegerei";4;"F4333";"F 43.33";"Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei";""
5;"F43332";"F 43.33-2";"Fliesenlegerei";4;"F4333";"F 43.33";"Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei";""
5;"F43333";"F 43.33-3";"Tapeziererei";4;"F4333";"F 43.33";"Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei";""
5;"F43334";"F 43.33-4";"Ofensetzerei";4;"F4333";"F 43.33";"Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei";""
5;"F43341";"F 43.34-1";"Malerei und Anstreicherei";4;"F4334";"F 43.34";"Malerei und Glaserei";""
5;"F43342";"F 43.34-2";"Glaserei";4;"F4334";"F 43.34";"Malerei und Glaserei";""
5;"F43350";"F 43.35-0";"Sonstiger Ausbau";4;"F4335";"F 43.35";"Sonstiger Ausbau";""
5;"F43411";"F 43.41-1";"Dachdeckerei";4;"F4341";"F 43.41";"Dachdeckerei und Zimmerei";""
5;"F43412";"F 43.41-2";"Zimmerei";4;"F4341";"F 43.41";"Dachdeckerei und Zimmerei";""
5;"F43413";"F 43.41-3";"Bauspenglerei";4;"F4341";"F 43.41";"Dachdeckerei und Zimmerei";""
5;"F43414";"F 43.41-4";"Abdichten von Dächern";4;"F4341";"F 43.41";"Dachdeckerei und Zimmerei";""
5;"F43420";"F 43.42-0";"Sonstige spezialisierte Bautätigkeiten im Hochbau";4;"F4342";"F 43.42";"Sonstige spezialisierte Bautätigkeiten im Hochbau";""
5;"F43500";"F 43.50-0";"Spezialisierte Bautätigkeiten im Tiefbau";4;"F4350";"F 43.50";"Spezialisierte Bautätigkeiten im Tiefbau";""
5;"F43600";"F 43.60-0";"Vermittlungstätigkeiten für spezialisierte Bautätigkeiten";4;"F4360";"F 43.60";"Vermittlungstätigkeiten für spezialisierte Bautätigkeiten";""
5;"F43910";"F 43.91-0";"Maurerarbeiten";4;"F4391";"F 43.91";"Maurerarbeiten";""
5;"F43990";"F 43.99-0";"Sonstige spezialisierte Bautätigkeiten a.n.g.";4;"F4399";"F 43.99";"Sonstige spezialisierte Bautätigkeiten a. n. g.";""
5;"G46110";"G 46.11-0";"Tätigkeiten der Großhandelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren";4;"G4611";"G 46.11";"Tätigkeiten der Großhandelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren";""
